Time,HR (bpm),Speed (mi/h),Pace (min/mi),Distances (ft)
2020-06-14 15:25:36,98,0.0,0.0,0.0
2020-06-14 15:25:37,99,0.0,0.0,0.0
2020-06-14 15:25:38,98,2.7,22.1,0.0
2020-06-14 15:25:39,95,2.7,22.2,8.5
2020-06-14 15:25:40,93,2.7,22.0,17.0
2020-06-14 15:25:41,92,2.7,21.8,25.5
2020-06-14 15:25:42,91,2.8,21.8,34.0
2020-06-14 15:25:43,92,2.7,22.6,42.5
2020-06-14 15:25:44,93,2.7,21.9,51.0
2020-06-14 15:25:45,95,2.8,21.1,59.5
2020-06-14 15:25:46,96,2.9,20.9,68.0
2020-06-14 15:25:47,101,2.9,21.0,76.5
2020-06-14 15:25:48,103,2.9,21.0,85.0
2020-06-14 15:25:49,104,2.7,22.6,93.5
2020-06-14 15:25:50,105,2.5,23.9,102.0
2020-06-14 15:25:51,106,2.5,23.9,110.5
2020-06-14 15:25:52,106,2.5,23.9,119.0
2020-06-14 15:25:53,106,2.5,23.9,127.5
2020-06-14 15:25:54,107,2.5,24.0,136.0
2020-06-14 15:25:55,106,2.5,23.8,144.51
2020-06-14 15:25:56,106,2.5,23.6,153.01
2020-06-14 15:25:57,106,2.6,22.8,161.51
2020-06-14 15:25:58,105,2.7,22.3,167.08
2020-06-14 15:25:59,104,2.8,21.6,175.58
2020-06-14 15:26:00,103,2.8,21.2,177.63
2020-06-14 15:26:01,103,2.8,21.6,184.66
2020-06-14 15:26:02,103,2.8,21.6,184.66
2020-06-14 15:26:03,103,2.7,22.1,193.07
2020-06-14 15:26:04,103,2.7,22.6,197.26
2020-06-14 15:26:05,103,2.7,22.4,202.12
2020-06-14 15:26:06,103,2.7,22.2,207.69
2020-06-14 15:26:07,102,2.7,22.2,207.69
2020-06-14 15:26:08,102,2.5,23.8,212.78
2020-06-14 15:26:09,102,2.3,26.0,216.99
2020-06-14 15:26:10,103,2.3,26.7,223.04
2020-06-14 15:26:11,103,2.3,26.7,223.04
2020-06-14 15:26:12,103,2.3,26.7,223.04
2020-06-14 15:26:13,105,2.4,25.0,226.85
2020-06-14 15:26:14,106,2.5,23.8,231.25
2020-06-14 15:26:15,107,2.5,23.8,231.25
2020-06-14 15:26:16,106,2.4,24.6,238.67
2020-06-14 15:26:17,106,2.2,27.1,241.96
2020-06-14 15:26:18,106,2.1,29.0,241.96
2020-06-14 15:26:19,105,2.1,28.7,250.47
2020-06-14 15:26:20,104,2.1,28.7,254.22
2020-06-14 15:26:21,104,2.1,28.5,260.79
2020-06-14 15:26:22,105,2.1,28.3,265.62
2020-06-14 15:26:23,106,2.0,29.4,269.0
2020-06-14 15:26:24,107,2.0,29.9,276.21
2020-06-14 15:26:25,107,2.1,28.6,282.78
2020-06-14 15:26:26,107,2.1,29.1,286.71
2020-06-14 15:26:27,107,2.2,26.8,294.65
2020-06-14 15:26:28,107,2.2,26.8,294.65
2020-06-14 15:26:29,107,2.8,21.8,302.46
2020-06-14 15:26:30,107,2.7,22.0,305.88
2020-06-14 15:26:31,108,2.8,21.1,311.81
2020-06-14 15:26:32,109,2.8,21.1,317.12
2020-06-14 15:26:33,109,2.8,21.1,317.12
2020-06-14 15:26:34,109,3.0,20.3,325.62
2020-06-14 15:26:35,110,3.1,19.3,334.06
2020-06-14 15:26:36,110,3.6,16.7,342.56
2020-06-14 15:26:37,110,3.5,16.9,351.07
2020-06-14 15:26:38,110,3.5,16.9,352.01
2020-06-14 15:26:39,110,2.8,21.6,356.37
2020-06-14 15:26:40,110,2.3,26.2,362.02
2020-06-14 15:26:41,117,2.3,26.2,362.02
2020-06-14 15:26:42,121,2.0,30.2,369.75
2020-06-14 15:26:43,123,2.0,30.4,375.52
2020-06-14 15:26:44,125,2.1,28.3,382.22
2020-06-14 15:26:45,125,2.1,28.3,382.22
2020-06-14 15:26:46,126,2.2,26.9,387.39
2020-06-14 15:26:47,127,2.5,23.7,395.89
2020-06-14 15:26:48,128,3.0,20.1,404.39
2020-06-14 15:26:49,129,3.5,17.0,412.89
2020-06-14 15:26:50,130,3.8,15.8,421.39
2020-06-14 15:26:51,131,4.0,14.9,429.89
2020-06-14 15:26:52,131,4.3,14.0,438.39
2020-06-14 15:26:53,132,4.5,13.4,446.89
2020-06-14 15:26:54,133,4.6,13.0,455.39
2020-06-14 15:26:55,133,4.7,12.6,463.89
2020-06-14 15:26:56,133,4.8,12.6,472.39
2020-06-14 15:26:57,133,4.8,12.6,480.89
2020-06-14 15:26:58,134,4.8,12.6,489.39
2020-06-14 15:26:59,134,4.7,12.9,497.89
2020-06-14 15:27:00,135,4.6,13.1,506.39
2020-06-14 15:27:01,136,4.5,13.4,514.89
2020-06-14 15:27:02,136,4.5,13.4,523.39
2020-06-14 15:27:03,136,4.4,13.7,531.89
2020-06-14 15:27:04,137,4.0,14.9,540.39
2020-06-14 15:27:05,137,3.7,16.0,548.89
2020-06-14 15:27:06,137,3.5,16.9,549.39
2020-06-14 15:27:07,138,3.5,16.9,557.89
2020-06-14 15:27:08,138,4.0,14.9,566.39
2020-06-14 15:27:09,138,4.2,14.4,574.89
2020-06-14 15:27:10,138,4.2,14.4,583.39
2020-06-14 15:27:11,139,4.2,14.4,591.89
2020-06-14 15:27:12,139,4.2,14.4,600.39
2020-06-14 15:27:13,139,4.2,14.4,604.87
2020-06-14 15:27:14,139,3.8,15.7,613.37
2020-06-14 15:27:15,140,3.5,17.1,621.87
2020-06-14 15:27:16,141,3.5,17.1,630.37
2020-06-14 15:27:17,141,3.9,15.3,638.87
2020-06-14 15:27:18,141,3.9,15.3,645.31
2020-06-14 15:27:19,141,4.1,14.5,653.48
2020-06-14 15:27:20,141,4.2,14.4,660.47
2020-06-14 15:27:21,141,4.2,14.4,660.47
2020-06-14 15:27:22,141,3.6,16.6,668.37
2020-06-14 15:27:23,142,3.6,16.8,676.87
2020-06-14 15:27:24,142,3.4,17.8,685.37
2020-06-14 15:27:25,142,3.9,15.2,693.87
2020-06-14 15:27:26,141,4.4,13.8,702.37
2020-06-14 15:27:27,142,4.4,13.5,710.87
2020-06-14 15:27:28,142,4.5,13.4,719.37
2020-06-14 15:27:29,141,4.5,13.4,727.87
2020-06-14 15:27:30,141,4.5,13.3,736.37
2020-06-14 15:27:31,140,4.4,13.6,744.87
2020-06-14 15:27:32,140,4.2,14.3,753.37
2020-06-14 15:27:33,139,3.4,17.5,761.88
2020-06-14 15:27:34,139,3.4,17.5,766.56
2020-06-14 15:27:35,139,3.0,19.7,773.67
2020-06-14 15:27:36,139,3.1,19.2,782.17
2020-06-14 15:27:37,139,3.3,18.1,790.6
2020-06-14 15:27:38,139,3.5,16.9,797.92
2020-06-14 15:27:39,139,4.0,15.1,806.42
2020-06-14 15:27:40,139,4.6,13.1,814.92
2020-06-14 15:27:41,139,4.7,12.7,823.42
2020-06-14 15:27:42,139,4.8,12.4,831.92
2020-06-14 15:27:43,139,4.9,12.3,840.42
2020-06-14 15:27:44,139,5.0,12.1,848.92
2020-06-14 15:27:45,139,5.0,11.9,857.42
2020-06-14 15:27:46,139,5.1,11.8,865.92
2020-06-14 15:27:47,139,5.2,11.6,874.42
2020-06-14 15:27:48,138,5.1,11.8,882.92
2020-06-14 15:27:49,138,5.0,12.1,891.42
2020-06-14 15:27:50,138,5.0,12.1,899.92
2020-06-14 15:27:51,138,4.8,12.6,908.42
2020-06-14 15:27:52,138,4.7,12.6,916.92
2020-06-14 15:27:53,138,4.9,12.2,925.42
2020-06-14 15:27:54,138,4.9,12.4,933.92
2020-06-14 15:27:55,138,4.8,12.4,942.42
2020-06-14 15:27:56,138,4.9,12.2,950.92
2020-06-14 15:27:57,138,4.0,14.8,959.42
2020-06-14 15:27:58,138,3.1,19.5,967.92
2020-06-14 15:27:59,138,3.1,19.5,976.42
2020-06-14 15:28:00,138,2.8,21.2,983.7
2020-06-14 15:28:01,139,2.8,21.2,983.7
2020-06-14 15:28:02,139,3.3,18.4,988.35
2020-06-14 15:28:03,139,3.3,18.4,988.35
2020-06-14 15:28:04,139,2.5,23.9,992.48
2020-06-14 15:28:05,139,2.5,23.9,992.48
2020-06-14 15:28:06,135,2.5,23.9,992.48
2020-06-14 15:28:07,135,2.5,23.9,992.48
2020-06-14 15:28:08,132,2.5,23.9,992.48
2020-06-14 15:28:09,131,2.3,26.4,1000.84
2020-06-14 15:28:10,130,2.3,26.4,1005.0
2020-06-14 15:28:11,130,2.5,24.1,1010.03
2020-06-14 15:28:12,130,2.9,20.6,1016.49
2020-06-14 15:28:13,130,3.3,18.1,1022.11
2020-06-14 15:28:14,131,3.7,16.2,1030.61
2020-06-14 15:28:15,132,3.6,16.7,1038.49
2020-06-14 15:28:16,133,3.7,16.4,1046.85
2020-06-14 15:28:17,134,3.9,15.4,1054.84
2020-06-14 15:28:18,134,4.2,14.4,1062.48
2020-06-14 15:28:19,135,4.3,14.0,1069.81
2020-06-14 15:28:20,136,4.4,13.8,1077.04
2020-06-14 15:28:21,136,4.4,13.5,1085.54
2020-06-14 15:28:22,136,4.5,13.3,1092.64
2020-06-14 15:28:23,136,4.6,13.2,1100.2
2020-06-14 15:28:24,136,4.7,12.9,1107.2
2020-06-14 15:28:25,136,4.7,12.9,1107.2
2020-06-14 15:28:26,137,4.7,12.8,1113.55
2020-06-14 15:28:27,137,4.8,12.5,1121.56
2020-06-14 15:28:28,137,4.9,12.2,1129.22
2020-06-14 15:28:29,137,4.9,12.1,1137.56
2020-06-14 15:28:30,138,5.0,11.9,1146.06
2020-06-14 15:28:31,138,5.1,11.8,1146.81
2020-06-14 15:28:32,138,5.2,11.6,1155.31
2020-06-14 15:28:33,139,5.1,11.8,1163.81
2020-06-14 15:28:34,139,5.1,11.8,1172.31
2020-06-14 15:28:35,139,5.0,12.0,1180.81
2020-06-14 15:28:36,139,5.0,12.0,1189.31
2020-06-14 15:28:37,139,5.0,12.1,1197.81
2020-06-14 15:28:38,139,5.1,11.8,1206.31
2020-06-14 15:28:39,139,5.1,11.7,1214.81
2020-06-14 15:28:40,139,5.1,11.7,1223.31
2020-06-14 15:28:41,139,5.0,11.9,1231.81
2020-06-14 15:28:42,140,5.2,11.6,1240.31
2020-06-14 15:28:43,140,5.3,11.4,1248.81
2020-06-14 15:28:44,141,5.2,11.5,1257.31
2020-06-14 15:28:45,141,5.0,12.0,1265.81
2020-06-14 15:28:46,141,5.0,12.1,1274.31
2020-06-14 15:28:47,142,5.1,11.8,1282.81
2020-06-14 15:28:48,143,5.2,11.6,1291.31
2020-06-14 15:28:49,143,5.3,11.3,1299.82
2020-06-14 15:28:50,143,5.3,11.3,1308.32
2020-06-14 15:28:51,144,5.3,11.4,1316.82
2020-06-14 15:28:52,145,5.2,11.6,1325.32
2020-06-14 15:28:53,145,5.2,11.5,1333.82
2020-06-14 15:28:54,146,5.3,11.4,1342.32
2020-06-14 15:28:55,146,5.3,11.4,1350.82
2020-06-14 15:28:56,146,5.3,11.4,1359.32
2020-06-14 15:28:57,146,5.2,11.4,1367.82
2020-06-14 15:28:58,146,5.2,11.5,1376.32
2020-06-14 15:28:59,147,5.1,11.6,1384.82
2020-06-14 15:29:00,147,5.1,11.7,1393.32
2020-06-14 15:29:01,148,5.1,11.8,1401.82
2020-06-14 15:29:02,149,5.1,11.8,1410.32
2020-06-14 15:29:03,149,5.1,11.8,1418.82
2020-06-14 15:29:04,149,5.3,11.3,1427.32
2020-06-14 15:29:05,149,5.4,11.1,1435.82
2020-06-14 15:29:06,150,5.4,11.1,1444.32
2020-06-14 15:29:07,150,5.4,11.1,1452.82
2020-06-14 15:29:08,151,5.4,11.0,1461.32
2020-06-14 15:29:09,151,5.5,11.0,1469.82
2020-06-14 15:29:10,151,5.5,11.0,1478.32
2020-06-14 15:29:11,151,5.5,11.0,1486.82
2020-06-14 15:29:12,151,5.3,11.2,1495.32
2020-06-14 15:29:13,151,5.3,11.3,1503.82
2020-06-14 15:29:14,151,5.2,11.5,1512.32
2020-06-14 15:29:15,150,5.2,11.5,1520.82
2020-06-14 15:29:16,150,5.1,11.7,1529.32
2020-06-14 15:29:17,150,5.0,11.9,1537.82
2020-06-14 15:29:18,149,5.1,11.8,1546.32
2020-06-14 15:29:19,149,5.2,11.5,1554.82
2020-06-14 15:29:20,149,5.3,11.3,1563.32
2020-06-14 15:29:21,149,5.4,11.1,1571.82
2020-06-14 15:29:22,149,5.4,11.1,1580.33
2020-06-14 15:29:23,149,5.4,11.1,1588.83
2020-06-14 15:29:24,149,5.2,11.6,1597.33
2020-06-14 15:29:25,149,5.2,11.6,1605.83
2020-06-14 15:29:26,150,5.0,11.9,1614.33
2020-06-14 15:29:27,150,4.9,12.2,1622.83
2020-06-14 15:29:28,150,5.0,12.0,1631.33
2020-06-14 15:29:29,151,5.2,11.6,1639.83
2020-06-14 15:29:30,151,5.3,11.3,1648.33
2020-06-14 15:29:31,151,5.2,11.5,1656.83
2020-06-14 15:29:32,152,5.1,11.8,1665.33
2020-06-14 15:29:33,152,5.1,11.8,1673.83
2020-06-14 15:29:34,152,5.1,11.8,1682.33
2020-06-14 15:29:35,152,5.2,11.6,1690.83
2020-06-14 15:29:36,153,5.5,11.0,1699.33
2020-06-14 15:29:37,153,5.5,10.8,1707.83
2020-06-14 15:29:38,153,5.4,11.1,1716.33
2020-06-14 15:29:39,153,5.4,11.1,1724.83
2020-06-14 15:29:40,153,5.4,11.1,1733.33
2020-06-14 15:29:41,153,5.4,11.1,1741.83
2020-06-14 15:29:42,153,5.5,10.9,1750.33
2020-06-14 15:29:43,153,5.4,11.0,1758.83
2020-06-14 15:29:44,153,5.2,11.5,1765.36
2020-06-14 15:29:45,153,5.1,11.7,1771.5
2020-06-14 15:29:46,153,5.1,11.7,1778.65
2020-06-14 15:29:47,153,5.1,11.8,1783.73
2020-06-14 15:29:48,153,5.1,11.7,1792.23
2020-06-14 15:29:49,154,5.1,11.7,1800.73
2020-06-14 15:29:50,154,5.1,11.8,1808.83
2020-06-14 15:29:51,154,5.1,11.8,1817.33
2020-06-14 15:29:52,154,5.1,11.8,1821.47
2020-06-14 15:29:53,155,5.1,11.7,1829.97
2020-06-14 15:29:54,154,5.2,11.6,1837.57
2020-06-14 15:29:55,154,5.2,11.6,1846.07
2020-06-14 15:29:56,154,5.2,11.5,1854.57
2020-06-14 15:29:57,154,5.2,11.5,1861.22
2020-06-14 15:29:58,154,5.4,11.2,1869.72
2020-06-14 15:29:59,154,5.4,11.0,1870.27
2020-06-14 15:30:00,153,5.5,11.0,1878.77
2020-06-14 15:30:01,153,5.5,11.0,1885.82
2020-06-14 15:30:02,153,5.4,11.1,1894.32
2020-06-14 15:30:03,153,5.4,11.2,1900.15
2020-06-14 15:30:04,153,5.4,11.2,1908.66
2020-06-14 15:30:05,152,5.4,11.2,1917.16
2020-06-14 15:30:06,152,5.4,11.2,1925.66
2020-06-14 15:30:07,152,5.3,11.3,1934.16
2020-06-14 15:30:08,152,5.3,11.4,1942.66
2020-06-14 15:30:09,152,5.3,11.4,1951.16
2020-06-14 15:30:10,152,5.3,11.4,1957.52
2020-06-14 15:30:11,152,5.2,11.5,1966.02
2020-06-14 15:30:12,152,5.2,11.5,1972.01
2020-06-14 15:30:13,152,5.2,11.6,1979.47
2020-06-14 15:30:14,153,5.1,11.7,1982.78
2020-06-14 15:30:15,153,5.3,11.3,1991.05
2020-06-14 15:30:16,153,5.5,10.8,1998.69
2020-06-14 15:30:17,153,5.6,10.8,2006.64
2020-06-14 15:30:18,152,5.5,10.9,2014.64
2020-06-14 15:30:19,152,5.3,11.4,2021.7
2020-06-14 15:30:20,152,5.2,11.5,2030.2
2020-06-14 15:30:21,152,5.2,11.5,2038.7
2020-06-14 15:30:22,151,4.9,12.4,2047.2
2020-06-14 15:30:23,151,4.7,12.9,2055.7
2020-06-14 15:30:24,152,4.5,13.2,2064.2
2020-06-14 15:30:25,152,4.4,13.6,2072.7
2020-06-14 15:30:26,152,4.2,14.2,2081.2
2020-06-14 15:30:27,152,4.1,14.6,2082.76
2020-06-14 15:30:28,153,3.6,16.9,2088.06
2020-06-14 15:30:29,153,3.3,18.2,2093.2
2020-06-14 15:30:30,153,3.3,18.2,2093.2
2020-06-14 15:30:31,152,3.2,19.0,2098.66
2020-06-14 15:30:32,152,3.0,19.8,2103.52
2020-06-14 15:30:33,151,2.9,21.0,2108.59
2020-06-14 15:30:34,150,2.9,21.0,2114.5
2020-06-14 15:30:35,149,2.9,20.5,2123.0
2020-06-14 15:30:36,149,2.9,20.8,2129.9
2020-06-14 15:30:37,149,2.9,20.5,2138.4
2020-06-14 15:30:38,149,3.2,18.7,2146.9
2020-06-14 15:30:39,148,3.6,16.6,2155.4
2020-06-14 15:30:40,148,3.9,15.4,2163.9
2020-06-14 15:30:41,149,4.3,14.1,2172.4
2020-06-14 15:30:42,149,4.6,13.1,2180.9
2020-06-14 15:30:43,149,4.7,12.8,2189.4
2020-06-14 15:30:44,149,4.8,12.4,2197.9
2020-06-14 15:30:45,149,4.8,12.4,2198.81
2020-06-14 15:30:46,150,5.0,12.1,2205.71
2020-06-14 15:30:47,151,5.1,11.9,2214.21
2020-06-14 15:30:48,151,5.1,11.7,2222.71
2020-06-14 15:30:49,152,5.2,11.6,2231.21
2020-06-14 15:30:50,152,5.1,11.7,2239.71
2020-06-14 15:30:51,152,5.1,11.8,2248.21
2020-06-14 15:30:52,153,4.9,12.3,2256.71
2020-06-14 15:30:53,153,4.8,12.6,2265.21
